Time [s], Analyzer Name, Decoded Protocol Result
5.447392700000000,Async Serial,0x00 (framing error)
5.447410900000000,Async Serial,0xC0
5.447421000000000,Async Serial,0xC0
5.447431100000000,Async Serial,0xFE
5.447441200000000,Async Serial,0xC0
5.447451300000000,Async Serial,0xFE
5.447461400000000,Async Serial,0xFE
5.447471600000000,Async Serial,0xFE
5.447481700000000,Async Serial,0xC0
5.447504400000000,Async Serial,0xC0
5.447514500000000,Async Serial,0xC0
5.447524600000000,Async Serial,0xC0
5.447534700000000,Async Serial,0xC0
5.447544800000000,Async Serial,0xC0
5.447554900000000,Async Serial,0xC0
5.447565100000000,Async Serial,0xC0
5.447575200000000,Async Serial,0xC0
5.447597900000000,Async Serial,0xFE
5.447608000000000,Async Serial,0xFE
5.447618100000000,Async Serial,0xFE
5.447628200000000,Async Serial,0xC0
5.447638300000000,Async Serial,0xC0
5.447648400000000,Async Serial,0xC0
5.447658600000000,Async Serial,0xC0
5.447668700000000,Async Serial,0xC0
5.447691300000000,Async Serial,0xC0
5.447701500000000,Async Serial,0xC0
5.447711600000000,Async Serial,0xC0
5.447721700000000,Async Serial,0xC0
5.447731800000000,Async Serial,0xC0
5.447741900000000,Async Serial,0xFE
5.447752000000000,Async Serial,0xC0
5.447762200000000,Async Serial,0xC0
5.447784800000000,Async Serial,0x00 (framing error)
5.447821400000000,Async Serial,0xFE
5.447831200000000,Async Serial,0xC0
5.447841000000000,Async Serial,0xFE
5.447850900000000,Async Serial,0xC0
5.447860700000000,Async Serial,0xFE
5.447870500000000,Async Serial,0xFE
5.447880300000000,Async Serial,0xFE
5.447890200000000,Async Serial,0xC0
5.447912300000000,Async Serial,0xC0
5.447922100000000,Async Serial,0xC0
5.447931900000000,Async Serial,0xC0
5.447941800000000,Async Serial,0xC0
5.447951600000000,Async Serial,0xFE
5.447961400000000,Async Serial,0xC0
5.447971300000000,Async Serial,0xC0
5.447981100000000,Async Serial,0xC0
5.448003200000000,Async Serial,0xC0
5.448013000000000,Async Serial,0xC0
5.448022900000000,Async Serial,0xC0
5.448032700000000,Async Serial,0xC0
5.448042500000000,Async Serial,0xC0
5.448052300000000,Async Serial,0xC0
5.448062200000000,Async Serial,0xFE
5.448072000000000,Async Serial,0xFE
5.448094100000000,Async Serial,0xC0
5.448103900000000,Async Serial,0xC0
5.448113800000000,Async Serial,0xC0
5.448123600000000,Async Serial,0xC0
5.448133400000000,Async Serial,0xC0
5.448143300000000,Async Serial,0xC0
5.448153100000000,Async Serial,0xC0
5.448162900000000,Async Serial,0xC0
5.448185000000000,Async Serial,0xC0
5.448194900000000,Async Serial,0xC0
5.448204700000000,Async Serial,0xC0
5.448214500000000,Async Serial,0xC0
5.448224300000000,Async Serial,0xC0
5.448234200000000,Async Serial,0xC0
5.448244000000000,Async Serial,0xC0
5.448253800000000,Async Serial,0xC0
5.448275900000000,Async Serial,0xC0
5.448285800000000,Async Serial,0xC0
5.448295600000000,Async Serial,0xC0
5.448305400000000,Async Serial,0xC0
5.448315200000000,Async Serial,0xC0
5.448325100000000,Async Serial,0xC0
5.448334900000000,Async Serial,0xC0
5.448344700000000,Async Serial,0xC0
5.448366800000000,Async Serial,0xC0
5.448376700000000,Async Serial,0xC0
5.448386500000000,Async Serial,0xC0
5.448396300000000,Async Serial,0xC0
5.448406200000000,Async Serial,0xC0
5.448416000000000,Async Serial,0xC0
5.448425800000000,Async Serial,0xC0
5.448435600000000,Async Serial,0xC0
5.448457800000000,Async Serial,0xFE
5.448467600000000,Async Serial,0xC0
5.448477400000000,Async Serial,0xFE
5.448487200000000,Async Serial,0xC0
5.448497100000000,Async Serial,0xC0
5.448506900000000,Async Serial,0xFE
5.448516700000000,Async Serial,0xFE
5.448526500000000,Async Serial,0xC0
5.451658800000000,Async Serial,0x00 (framing error)
5.451677000000000,Async Serial,0xC0
5.451687100000000,Async Serial,0xFE
5.451697300000000,Async Serial,0xC0
5.451707400000000,Async Serial,0xC0
5.451717500000000,Async Serial,0xFE
5.451727600000000,Async Serial,0xFE
5.451737800000000,Async Serial,0xFE
5.451747900000000,Async Serial,0xC0
5.451770600000000,Async Serial,0xFE
5.451780700000000,Async Serial,0xC0
5.451790800000000,Async Serial,0xC0
5.451801000000000,Async Serial,0xC0
5.451811100000000,Async Serial,0xFE
5.451821200000000,Async Serial,0xFE
5.451831300000000,Async Serial,0xFE
5.451841500000000,Async Serial,0xC0
5.451864200000000,Async Serial,0x00 (framing error)
5.451900800000000,Async Serial,0xFE
5.451910600000000,Async Serial,0xFE
5.451920500000000,Async Serial,0xC0
5.451930300000000,Async Serial,0xC0
5.451940100000000,Async Serial,0xFE
5.451949900000000,Async Serial,0xFE
5.451959800000000,Async Serial,0xFE
5.451969600000000,Async Serial,0xC0
5.451991700000000,Async Serial,0xC0
5.452001500000000,Async Serial,0xC0
5.452011300000000,Async Serial,0xC0
5.452021200000000,Async Serial,0xC0
5.452031000000000,Async Serial,0xC0
5.452040800000000,Async Serial,0xC0
5.452050700000000,Async Serial,0xC0
5.452060500000000,Async Serial,0xFE
5.452082600000000,Async Serial,0xC0
5.452092400000000,Async Serial,0xC0
5.452102200000000,Async Serial,0xC0
5.452112100000000,Async Serial,0xC0
5.452121900000000,Async Serial,0xC0
5.452131700000000,Async Serial,0xC0
5.452141500000000,Async Serial,0xC0
5.452151400000000,Async Serial,0xC0
5.452173500000000,Async Serial,0xC0
5.452183300000000,Async Serial,0xC0
5.452193100000000,Async Serial,0xC0
5.452203000000000,Async Serial,0xC0
5.452212800000000,Async Serial,0xC0
5.452222600000000,Async Serial,0xC0
5.452232400000000,Async Serial,0xFE
5.452242300000000,Async Serial,0xFE
5.452264400000000,Async Serial,0xC0
5.452274200000000,Async Serial,0xC0
5.452284000000000,Async Serial,0xC0
5.452293900000000,Async Serial,0xC0
5.452303700000000,Async Serial,0xC0
5.452313500000000,Async Serial,0xC0
5.452323300000000,Async Serial,0xC0
5.452333200000000,Async Serial,0xC0
5.452355300000000,Async Serial,0xFE
5.452365100000000,Async Serial,0xFE
5.452374900000000,Async Serial,0xFE
5.452384700000000,Async Serial,0xC0
5.452394600000000,Async Serial,0xC0
5.452404400000000,Async Serial,0xC0
5.452414200000000,Async Serial,0xC0
5.452424000000000,Async Serial,0xFE
5.482228400000000,Async Serial,0x00 (framing error)
5.482246600000000,Async Serial,0xC0
5.482256700000000,Async Serial,0xC0
5.482266800000000,Async Serial,0xC0
5.482276900000000,Async Serial,0xC0
5.482287100000000,Async Serial,0xFE
5.482297200000000,Async Serial,0xFE
5.482307300000000,Async Serial,0xFE
5.482317500000000,Async Serial,0xC0
5.482340100000000,Async Serial,0xC0
5.482350300000000,Async Serial,0xC0
5.482360400000000,Async Serial,0xC0
5.482370500000000,Async Serial,0xC0
5.482380600000000,Async Serial,0xC0
5.482390700000000,Async Serial,0xC0
5.482400900000000,Async Serial,0xC0
5.482411000000000,Async Serial,0xC0
5.482433700000000,Async Serial,0xC0
5.482443800000000,Async Serial,0xC0
5.482453900000000,Async Serial,0xC0
5.482464000000000,Async Serial,0xC0
5.482474200000000,Async Serial,0xC0
5.482484300000000,Async Serial,0xC0
5.482494400000000,Async Serial,0xC0
5.482504500000000,Async Serial,0xC0
5.482527200000000,Async Serial,0xFE
5.482537300000000,Async Serial,0xC0
5.482547400000000,Async Serial,0xFE
5.482557600000000,Async Serial,0xFE
5.482567700000000,Async Serial,0xFE
5.482577800000000,Async Serial,0xFE
5.482588000000000,Async Serial,0xC0
5.482598100000000,Async Serial,0xC0
5.482620800000000,Async Serial,0x00 (framing error)
5.482657100000000,Async Serial,0xFE
5.482667000000000,Async Serial,0xC0
5.482676800000000,Async Serial,0xC0
5.482686600000000,Async Serial,0xC0
5.482696400000000,Async Serial,0xFE
5.482706200000000,Async Serial,0xFE
5.482716100000000,Async Serial,0xFE
5.482725900000000,Async Serial,0xC0
5.482748000000000,Async Serial,0xFE
5.482757800000000,Async Serial,0xFE
5.482767700000000,Async Serial,0xC0
5.482777500000000,Async Serial,0xC0
5.482787300000000,Async Serial,0xFE
5.482797100000000,Async Serial,0xC0
5.482807000000000,Async Serial,0xC0
5.482816800000000,Async Serial,0xFE
5.496196100000000,Async Serial,0x00 (framing error)
5.496214300000000,Async Serial,0xC0
5.496224400000000,Async Serial,0xC0
5.496234500000000,Async Serial,0xC0
5.496244600000000,Async Serial,0xC0
5.496254800000000,Async Serial,0xFE
5.496264900000000,Async Serial,0xFE
5.496275000000000,Async Serial,0xFE
5.496285200000000,Async Serial,0xC0
5.496307800000000,Async Serial,0xC0
5.496318000000000,Async Serial,0xC0
5.496328100000000,Async Serial,0xC0
5.496338200000000,Async Serial,0xC0
5.496348300000000,Async Serial,0xC0
5.496358400000000,Async Serial,0xC0
5.496368600000000,Async Serial,0xC0
5.496378700000000,Async Serial,0xC0
5.496401400000000,Async Serial,0xC0
5.496411500000000,Async Serial,0xC0
5.496421600000000,Async Serial,0xC0
5.496431700000000,Async Serial,0xC0
5.496441800000000,Async Serial,0xC0
5.496452000000000,Async Serial,0xC0
5.496462100000000,Async Serial,0xC0
5.496472200000000,Async Serial,0xC0
5.496494900000000,Async Serial,0xFE
5.496505000000000,Async Serial,0xC0
5.496515100000000,Async Serial,0xFE
5.496525300000000,Async Serial,0xFE
5.496535400000000,Async Serial,0xFE
5.496545500000000,Async Serial,0xFE
5.496555600000000,Async Serial,0xC0
5.496565800000000,Async Serial,0xC0
5.496588400000000,Async Serial,0x00 (framing error)
5.496625000000000,Async Serial,0xFE
5.496634800000000,Async Serial,0xC0
5.496644700000000,Async Serial,0xC0
5.496654500000000,Async Serial,0xC0
5.496664300000000,Async Serial,0xFE
5.496674100000000,Async Serial,0xFE
5.496684000000000,Async Serial,0xFE
5.496693800000000,Async Serial,0xC0
5.496715900000000,Async Serial,0xFE
5.496725700000000,Async Serial,0xFE
5.496735600000000,Async Serial,0xC0
5.496745400000000,Async Serial,0xC0
5.496755200000000,Async Serial,0xFE
5.496765000000000,Async Serial,0xC0
5.496774900000000,Async Serial,0xC0
5.496784700000000,Async Serial,0xFE
5.530855500000000,Async Serial,0x00 (framing error)
5.530873700000000,Async Serial,0xC0
5.530883800000000,Async Serial,0xC0
5.530893900000000,Async Serial,0xC0
5.530904000000000,Async Serial,0xC0
5.530914200000000,Async Serial,0xFE
5.530924300000000,Async Serial,0xFE
5.530934400000000,Async Serial,0xFE
5.530944500000000,Async Serial,0xC0
5.530967200000000,Async Serial,0xC0
5.530977400000000,Async Serial,0xC0
5.530987500000000,Async Serial,0xC0
5.530997600000000,Async Serial,0xC0
5.531007700000000,Async Serial,0xC0
5.531017800000000,Async Serial,0xC0
5.531028000000000,Async Serial,0xC0
5.531038100000000,Async Serial,0xFE
5.531060800000000,Async Serial,0xC0
5.531070900000000,Async Serial,0xC0
5.531081000000000,Async Serial,0xC0
5.531091100000000,Async Serial,0xC0
5.531101300000000,Async Serial,0xC0
5.531111400000000,Async Serial,0xC0
5.531121500000000,Async Serial,0xC0
5.531131600000000,Async Serial,0xC0
5.531154300000000,Async Serial,0xC0
5.531164400000000,Async Serial,0xFE
5.531174500000000,Async Serial,0xC0
5.531184700000000,Async Serial,0xC0
5.531194800000000,Async Serial,0xFE
5.531204900000000,Async Serial,0xC0
5.531215000000000,Async Serial,0xC0
5.531225200000000,Async Serial,0xC0
5.531247900000000,Async Serial,0x00 (framing error)
5.531284200000000,Async Serial,0xFE
5.531294100000000,Async Serial,0xC0
5.531303900000000,Async Serial,0xC0
5.531313700000000,Async Serial,0xC0
5.531323500000000,Async Serial,0xFE
5.531333400000000,Async Serial,0xFE
5.531343200000000,Async Serial,0xFE
5.531353000000000,Async Serial,0xC0
5.531375100000000,Async Serial,0xFE
5.531385000000000,Async Serial,0xFE
5.531394800000000,Async Serial,0xC0
5.531404600000000,Async Serial,0xC0
5.531414500000000,Async Serial,0xFE
5.531424300000000,Async Serial,0xC0
5.531434100000000,Async Serial,0xC0
5.531443900000000,Async Serial,0xFE
5.535896400000000,Async Serial,0x00 (framing error)
5.535914600000000,Async Serial,0xC0
5.535924700000000,Async Serial,0xFE
5.535934900000000,Async Serial,0xFE
5.535945000000000,Async Serial,0xC0
5.535955100000000,Async Serial,0xFE
5.535965200000000,Async Serial,0xFE
5.535975400000000,Async Serial,0xFE
5.535985500000000,Async Serial,0xC0
5.536008200000000,Async Serial,0xC0
5.536018300000000,Async Serial,0xC0
5.536028400000000,Async Serial,0xC0
5.536038600000000,Async Serial,0xC0
5.536048700000000,Async Serial,0xFE
5.536058800000000,Async Serial,0xC0
5.536068900000000,Async Serial,0xC0
5.536079100000000,Async Serial,0xC0
5.536101700000000,Async Serial,0x00 (framing error)
5.536138300000000,Async Serial,0xFE
5.536148100000000,Async Serial,0xFE
5.536157900000000,Async Serial,0xFE
5.536167700000000,Async Serial,0xC0
5.536177600000000,Async Serial,0xFE
5.536187400000000,Async Serial,0xFE
5.536197200000000,Async Serial,0xFE
5.536207000000000,Async Serial,0xC0
5.536229200000000,Async Serial,0xC0
5.536239000000000,Async Serial,0xFE
5.536248800000000,Async Serial,0xC0
5.536258600000000,Async Serial,0xC0
5.536268500000000,Async Serial,0xC0
5.536278300000000,Async Serial,0xC0
5.536288100000000,Async Serial,0xC0
5.536298000000000,Async Serial,0xC0
5.536320100000000,Async Serial,0xFE
5.536329900000000,Async Serial,0xC0
5.536339700000000,Async Serial,0xC0
5.536349600000000,Async Serial,0xC0
5.536359400000000,Async Serial,0xC0
5.536369200000000,Async Serial,0xC0
5.536379000000000,Async Serial,0xC0
5.536388900000000,Async Serial,0xC0
5.536411000000000,Async Serial,0xC0
5.536420800000000,Async Serial,0xFE
5.536430600000000,Async Serial,0xC0
5.536440500000000,Async Serial,0xC0
5.536450300000000,Async Serial,0xC0
5.536460100000000,Async Serial,0xC0
5.536469900000000,Async Serial,0xC0
5.536479800000000,Async Serial,0xC0
5.536501900000000,Async Serial,0xC0
5.536511700000000,Async Serial,0xC0
5.536521500000000,Async Serial,0xC0
5.536531400000000,Async Serial,0xC0
5.536541200000000,Async Serial,0xC0
5.536551000000000,Async Serial,0xC0
5.536560800000000,Async Serial,0xC0
5.536570700000000,Async Serial,0xFE
5.536592800000000,Async Serial,0xC0
5.536602600000000,Async Serial,0xC0
5.536612400000000,Async Serial,0xC0
5.536622300000000,Async Serial,0xC0
5.536632100000000,Async Serial,0xC0
5.536641900000000,Async Serial,0xFE
5.536651700000000,Async Serial,0xFE
5.536661600000000,Async Serial,0xC0
5.536683700000000,Async Serial,0xFE
5.536693500000000,Async Serial,0xC0
5.536703300000000,Async Serial,0xC0
5.536713200000000,Async Serial,0xC0
5.536723000000000,Async Serial,0xC0
5.536732800000000,Async Serial,0xC0
5.536742600000000,Async Serial,0xC0
5.536752500000000,Async Serial,0xC0
5.536774600000000,Async Serial,0xFE
5.536784400000000,Async Serial,0xC0
5.536794200000000,Async Serial,0xC0
5.536804100000000,Async Serial,0xC0
5.536813900000000,Async Serial,0xFE
5.536823700000000,Async Serial,0xC0
5.536833500000000,Async Serial,0xC0
5.536843400000000,Async Serial,0xC0
5.536865500000000,Async Serial,0xFE
5.536875300000000,Async Serial,0xC0
5.536885100000000,Async Serial,0xFE
5.536894900000000,Async Serial,0xC0
5.536904800000000,Async Serial,0xFE
5.536914600000000,Async Serial,0xFE
5.536924400000000,Async Serial,0xC0
5.536934300000000,Async Serial,0xFE
5.536956400000000,Async Serial,0xFE
5.536966200000000,Async Serial,0xC0
5.536976000000000,Async Serial,0xFE
5.536985900000000,Async Serial,0xC0
5.536995700000000,Async Serial,0xFE
5.537005500000000,Async Serial,0xC0
5.537015300000000,Async Serial,0xFE
5.537025200000000,Async Serial,0xFE
5.537047300000000,Async Serial,0xC0
5.537057100000000,Async Serial,0xC0
5.537066900000000,Async Serial,0xC0
5.537076800000000,Async Serial,0xFE
5.537086600000000,Async Serial,0xC0
5.537096400000000,Async Serial,0xFE
5.537106200000000,Async Serial,0xFE
5.537116100000000,Async Serial,0xC0
5.537138200000000,Async Serial,0xFE
5.537148000000000,Async Serial,0xC0
5.537157800000000,Async Serial,0xC0
5.537167700000000,Async Serial,0xFE
5.537177500000000,Async Serial,0xFE
5.537187300000000,Async Serial,0xC0
5.537197100000000,Async Serial,0xC0
5.537207000000000,Async Serial,0xFE
5.669557700000000,Async Serial,0x00 (framing error)
5.669575900000000,Async Serial,0xC0
5.669586000000000,Async Serial,0xC0
5.669596200000000,Async Serial,0xC0
5.669606300000000,Async Serial,0xFE
5.669616400000000,Async Serial,0xFE
5.669626500000000,Async Serial,0xFE
5.669636700000000,Async Serial,0xFE
5.669646800000000,Async Serial,0xC0
5.669669500000000,Async Serial,0xFE
5.669679600000000,Async Serial,0xFE
5.669689700000000,Async Serial,0xFE
5.669699800000000,Async Serial,0xFE
5.669710000000000,Async Serial,0xC0
5.669720100000000,Async Serial,0xC0
5.669730200000000,Async Serial,0xC0
5.669740300000000,Async Serial,0xC0
5.669763000000000,Async Serial,0x00 (framing error)
5.669799900000000,Async Serial,0xFE
5.669809700000000,Async Serial,0xC0
5.669819500000000,Async Serial,0xC0
5.669829300000000,Async Serial,0xFE
5.669839200000000,Async Serial,0xFE
5.669849000000000,Async Serial,0xFE
5.669858800000000,Async Serial,0xFE
5.669868600000000,Async Serial,0xC0
5.669890800000000,Async Serial,0xC0
5.669900600000000,Async Serial,0xC0
5.669910400000000,Async Serial,0xFE
5.669920200000000,Async Serial,0xC0
5.669930100000000,Async Serial,0xC0
5.669939900000000,Async Serial,0xC0
5.669949700000000,Async Serial,0xFE
5.669959600000000,Async Serial,0xC0
5.669981700000000,Async Serial,0xFE
5.669991500000000,Async Serial,0xC0
5.670001300000000,Async Serial,0xC0
5.670011200000000,Async Serial,0xFE
5.670021000000000,Async Serial,0xFE
5.670030800000000,Async Serial,0xC0
5.670040600000000,Async Serial,0xFE
5.670050500000000,Async Serial,0xC0
5.670072600000000,Async Serial,0xFE
5.670082400000000,Async Serial,0xFE
5.670092200000000,Async Serial,0xFE
5.670102100000000,Async Serial,0xC0
5.670111900000000,Async Serial,0xC0
5.670121700000000,Async Serial,0xC0
5.670131500000000,Async Serial,0xFE
5.670141400000000,Async Serial,0xC0
5.670163500000000,Async Serial,0xFE
5.670173300000000,Async Serial,0xFE
5.670183100000000,Async Serial,0xFE
5.670193000000000,Async Serial,0xC0
5.670202800000000,Async Serial,0xFE
5.670212600000000,Async Serial,0xFE
5.670222400000000,Async Serial,0xC0
5.670232300000000,Async Serial,0xC0
5.670254400000000,Async Serial,0xC0
5.670264200000000,Async Serial,0xC0
